text	id	sentiment	annotator	annotation_id	created_at	updated_at	lead_time
Sungai Kelantan lagi best ada Air Teh...	67005	Negative	27	2155	2022-01-28T04:06:50.866572Z	2022-01-28T04:06:50.866585Z	2.036
Enam pegawai dan kakitangan bank dibawa ke Mahkamah Majistret Shah Alam pada 10:55 pagi, untuk permohonan reman bag https://t.co/VUZeswV5w8	67004	Negative	27	2154	2022-01-28T04:06:48.458383Z	2022-01-28T04:06:48.458398Z	2.012
@PGKaizer Xlah...Alhamdulillah aku xdak pa2 king...saja lama gila x mkn...tiba2 ada cod...on terus	67003	Positive	27	2153	2022-01-28T04:06:46.057027Z	2022-01-28T04:06:46.057043Z	3.918
Penyebaran Maklumat Palsu Mengenai Pejabat Residen Miri Berita Penuh di https://t.co/iQuocOxgml https://t.co/58NWTUnSZM	67002	Negative	27	2152	2022-01-28T04:06:41.790093Z	2022-01-28T04:06:41.790105Z	1.097
105. Ada udang di balik batu memang https://t.co/NbmkT5uGB9	67001	Negative	27	2151	2022-01-28T04:06:40.317121Z	2022-01-28T04:06:40.317138Z	2.518
Tak kira lelaki atau perempuan. Peribadi/Karakter tidak menentukan jodoh seseorang. Ini soal jodoh. Ajal&amp;Jodoh ad https://t.co/L94RMKugge	67000	Negative	27	2150	2022-01-28T04:06:37.439418Z	2022-01-28T04:06:37.439445Z	1.54
Klaster Keluarga, Tiga RT Di Sumur Batu Dilakukan Mikro Lockdown https://t.co/7VWrmeQMMO https://t.co/8amxCw9urZ	66999	Neutral	27	2149	2022-01-28T04:06:35.535559Z	2022-01-28T04:06:35.535571Z	1.141
Takkk sekarang ni asal aku yang jawab dalam hatii?!?!	66998	Negative	27	2148	2022-01-28T04:06:34.028520Z	2022-01-28T04:06:34.028533Z	1.229
@asiankittn Take cara Tasha!	66997	Positive	27	2147	2022-01-28T04:06:32.436166Z	2022-01-28T04:06:32.436180Z	1.605
Iam sorry Lah jika I ada lukakan hati orang.I tak tahu.mana tahu kadang2 dgn kata kata kita ,orang kecewa pun ada . https://t.co/x04aNL1oTF	66996	Negative	27	2146	2022-01-28T04:06:30.460558Z	2022-01-28T04:06:30.460574Z	1.133
Just posted a photo @ Kg Kelewek, Tanah Merah https://t.co/YlSmoEBxAS	66995	Neutral	27	2145	2022-01-28T04:06:28.959067Z	2022-01-28T04:06:28.959083Z	1.187
MB Kedah @SanusiMNor langgar SOP test kereta di Juru Autocity, berhadapan SHOWROOM FORD AUTOCITY. Showroom tu pun tak patut buka time ni! @IsmailSabri60 camana nak kira ni? @MuhyiddinYassin pesan haritu no double standard! Tanya je! #KerajaanGagal https://t.co/QVXUIh3avw	66994	Negative	27	2144	2022-01-28T04:06:27.394127Z	2022-01-28T04:06:27.394140Z	4.139
so dikira i bijak lahh ea , biul sikit	66993	Neutral	27	2143	2022-01-28T04:06:22.880969Z	2022-01-28T04:06:22.880983Z	3.982
Zar Permai motel dan Homestay Jom follow tiktok Zar permai page Zar Permai Dan Youtube Zar Permai Penginapan Warn https://t.co/vUVdMseYeD	66992	Neutral	27	2142	2022-01-28T04:06:18.506563Z	2022-01-28T04:06:18.506576Z	1.434
Pelancaran bukan main! Tapi setakat ni negeri Semenanjung yang catat pendaftaran vaksin terendah masih lagi 1) Kelantan 2) Terengganu Gagal! https://t.co/3xpPFbHUxd	66991	Negative	27	2141	2022-01-28T04:06:16.693468Z	2022-01-28T04:06:16.693483Z	1.769
Lepastu harap2 jangan ada customer yang behaviour. Boleh mental	66990	Negative	27	2140	2022-01-28T04:06:14.548227Z	2022-01-28T04:06:14.548240Z	1.384
@zoulyazix @MusytaqAshari Apehal pulak mamat ni?? Haha.. kalau xsetuju..xperlu plot twist lagu tu.. ni terlebih hor https://t.co/YSydcg7J9M	66989	Negative	27	2139	2022-01-28T04:06:12.784086Z	2022-01-28T04:06:12.784097Z	1.259
Di daerah says pitas..macam ada yang potong Q lhhh.... My uncle 3 kli pegi vaksin ikut jadual yg d tetapkn slalu kh https://t.co/BY8rraMla3	66988	Negative	27	2138	2022-01-28T04:06:11.142077Z	2022-01-28T04:06:11.142088Z	2.871
punya la tkda live duk rumah je... hari2 buat bnda sama tgk bnda sama	66987	Negative	27	2137	2022-01-28T04:06:07.875995Z	2022-01-28T04:06:07.876013Z	2.336
Dah lama tak makan burger ramli yang ada bawang sekali. Sobs.	66986	Negative	27	2136	2022-01-28T04:06:05.131971Z	2022-01-28T04:06:05.131983Z	2.14
@99MKQTAH DIAMM KAT RAUB XDE SOOPONG	66985	Negative	27	2135	2022-01-28T04:06:02.632307Z	2022-01-28T04:06:02.632324Z	1.818
denganmu semua air mataaa menjadi tawa suka ria	66984	Negative	27	2134	2022-01-28T04:06:00.411529Z	2022-01-28T04:06:00.411552Z	71.702
@asangaleria @cracksole Wakaka betui, dok rumaaahh jaaaa	66983	Positive	27	2133	2022-01-28T04:04:48.279676Z	2022-01-28T04:04:48.279691Z	3.414
Kamu Suka Ini Juga Bagus https://t.co/05p3CftUtq	66982	Positive	27	2132	2022-01-28T04:04:44.465341Z	2022-01-28T04:04:44.465355Z	5.551
@ahmadkamilhafi7 Alhmdulillah syukur aamiin.	66981	Positive	27	2131	2022-01-28T04:04:38.555209Z	2022-01-28T04:04:38.555222Z	1.052
@HumbleBear_ Yup.. nanti anee kasih tau jawabannya di akhir pekan yg akan datang.. Insya Allah.	66980	Positive	27	2130	2022-01-28T04:04:37.110741Z	2022-01-28T04:04:37.110758Z	2.088
Loghat Penang pulau. Kalau aku ada marka sesekali (bukan selalu) dengar die berletiaq rasanya ok kot. Comel kot ac https://t.co/6NlQ2uFOsi	66979	Positive	27	2129	2022-01-28T04:04:34.643405Z	2022-01-28T04:04:34.643429Z	4.08
Padu ahh alin dok bebel bebel kat twitter nyembang dgn aku dengan emma sekali kelas nak hbis tnya dr soalan perghhh multitasking hahahahaha	66978	Negative	27	2128	2022-01-28T04:04:30.171848Z	2022-01-28T04:04:30.171863Z	1.866
@ikarbertweet Iya sama tapi belah parit pekat sikit loghatnya	66977	Neutral	27	2127	2022-01-28T04:04:27.881733Z	2022-01-28T04:04:27.881748Z	3.0
Dulu masa study kt Penang boleh dikatakan tiap2 minggu naik feri pergi Pulau. Skrg tinggal kenangan saja la.	66976	Neutral	27	2126	2022-01-28T04:04:24.503013Z	2022-01-28T04:04:24.503025Z	2.117
Dari lahir sampai la ni masih di Cheras, walaupun parent dah pindah tetap pilih nak tinggal kat Cheras.. Tu pasal p https://t.co/H9hVGXgisJ	66975	Neutral	27	2125	2022-01-28T04:04:22.004092Z	2022-01-28T04:04:22.004106Z	2.295
@Apihhh87 @Azrulhanif111 @hafizal_hamad tmj cuma menjawab soalan je, dia sendiri tak bukak topik pasal selangor eve https://t.co/FpvXi3zcvT	66974	Negative	27	2124	2022-01-28T04:04:19.257534Z	2022-01-28T04:04:19.257549Z	3.807
Assalammualaikum semua, mintak tolong viralkan kes hilang motor 125zr (VB961) dan lc135 (VDB961). Hilang awal pagi tadi, apa apa kalau ternampak, boleh pm saya. Area RAWANG / GOMBAK https://t.co/s4f5562Yi5	66973	Negative	27	2123	2022-01-28T04:04:15.072846Z	2022-01-28T04:04:15.072858Z	2.218
Buku Lawas &gt; Bahan Penataran Pedoman Penghayatan dan Pengamalan Pancasila UUD 1945 GBHN Tahun 1981 187 Hal https://t.co/DfxS8adipj	66972	Neutral	27	2122	2022-01-28T04:04:12.484831Z	2022-01-28T04:04:12.484846Z	1.943
Tapi tu lah. Semua kilang tiba tiba jadi terpaling essential acano tu	66971	Negative	27	2121	2022-01-28T04:04:10.174416Z	2022-01-28T04:04:10.174431Z	1.275
@Fathi_Fatty Kann. Hari2 ada je nak buat kita marah. Geram betul	66970	Negative	27	2120	2022-01-28T04:04:08.516602Z	2022-01-28T04:04:08.516616Z	1.45
jam brpa yg bener	66969	Neutral	27	2119	2022-01-28T04:04:06.681120Z	2022-01-28T04:04:06.681135Z	1.294
@zhrnhsna takyah berangan HAHAHAH	66968	Negative	27	2118	2022-01-28T04:04:05.024571Z	2022-01-28T04:04:05.024585Z	1.216
Tersepit kadang kadang tak tau nak marah sapa tak tukar kerajaan sakit hati pula bila menteri tak buat kerja Bila t https://t.co/MQKOsmbjWW	66967	Negative	27	2117	2022-01-28T04:04:03.455613Z	2022-01-28T04:04:03.455627Z	1.811
Ya Allah exam menda plak tgh malam ni oiiii #2021BTSFESTA	66966	Negative	27	2116	2022-01-28T04:04:01.274561Z	2022-01-28T04:04:01.274575Z	2.034
suka suka aja https://t.co/hRVCwhqOv1	66965	Positive	27	2115	2022-01-28T04:03:58.866623Z	2022-01-28T04:03:58.866637Z	1.517
@imandany99 @lonazum kau lah pling acah ko tau. Acah budakk debatee!!!	66964	Negative	27	2114	2022-01-28T04:03:56.979832Z	2022-01-28T04:03:56.979844Z	1.725
@sabbycadburry Kesiannya	66963	Negative	27	2113	2022-01-28T04:03:54.912841Z	2022-01-28T04:03:54.912862Z	2.155
JOM SUPPORT gerai minuman AmirRika (Amir Raja Lawak) di Prima Saujana, Kajang. #RajaLawak #Kelantan #Kelate https://t.co/7Gk2Abvf07	66962	Positive	27	2112	2022-01-28T04:03:52.396567Z	2022-01-28T04:03:52.396580Z	1.309
siapa nak cinnamon roll meh datang pickup. i bagi free (Residensi Hijauan Seksyen 22 Shah Alam) https://t.co/oiuIVYRSJk	66961	Positive	27	2111	2022-01-28T04:03:50.665312Z	2022-01-28T04:03:50.665331Z	3.121
@umobile @mikeskyvader Saya nk buat aduan , connection umobile kt kampung baru pendang kedah problem teruk... Dh se https://t.co/3kqVgICzn8	66960	Negative	27	2110	2022-01-28T04:03:47.146973Z	2022-01-28T04:03:47.146985Z	3.491
Alhamdulillah rezeki masuk petang ni https://t.co/qed7REir9A	66959	Positive	27	2109	2022-01-28T04:03:43.289073Z	2022-01-28T04:03:43.289086Z	3.5
@fedtriyahya Disebabkan saya orang Terengganu, saya pilih loghat Sabah.	66958	Neutral	27	2108	2022-01-28T04:03:39.389399Z	2022-01-28T04:03:39.389413Z	12.715
Aku dh agak dah Mesti buat hal punya Semporna takpernah mengecewakan	66956	Positive	27	2106	2022-01-28T04:03:23.909477Z	2022-01-28T04:03:23.909500Z	8.255
Korang percaya la. Mamat ni takkan ckp mcm ni dekat lebai pas kat kelantan	66955	Negative	27	2105	2022-01-28T04:03:15.246004Z	2022-01-28T04:03:15.246015Z	3.962
@magsunshinesly Kita pun 1st jumpa second day syd kan	66954	Neutral	27	2104	2022-01-28T04:03:10.892843Z	2022-01-28T04:03:10.892856Z	4.278
@serrrrrooneeee Hahahaha adoiiii nahhh tgokk https://t.co/cxIh2FCMWj	66953	Neutral	27	2103	2022-01-28T04:03:06.245661Z	2022-01-28T04:03:06.245676Z	5.271
So mananya penghulu dengan ketua kampung yg katanya buat report mingguan tu?	66952	Negative	27	2102	2022-01-28T04:03:00.577529Z	2022-01-28T04:03:00.577541Z	2.534
i tewas, i termakan dumpling :(	66951	Negative	27	2101	2022-01-28T04:02:57.668709Z	2022-01-28T04:02:57.668722Z	1.723
Ah sudah	66950	Neutral	27	2100	2022-01-28T04:02:55.559512Z	2022-01-28T04:02:55.559529Z	1.484
Saya cuma dimanfaatin.... Tetap senyum @ Kuala Lumpur, Malaysia https://t.co/6vUisv8rm7	66948	Positive	27	2098	2022-01-28T04:02:51.383510Z	2022-01-28T04:02:51.383524Z	2.346
@twt_muo ada yang boleh bantu?	66947	Neutral	27	2097	2022-01-28T04:02:48.677181Z	2022-01-28T04:02:48.677198Z	2.665
@RizalSadiman Jadinya abg rizal pemuda2 yg gajinya belum cukup baik jangan di push utk beli rumah kan? Okay saja me https://t.co/ZiPJSdhVhC	66946	Positive	27	2096	2022-01-28T04:02:45.625981Z	2022-01-28T04:02:45.625996Z	3.645
Tetap dengan hak orang	66945	Neutral	27	2095	2022-01-28T04:02:41.590897Z	2022-01-28T04:02:41.590914Z	5.834
@Natasyaaljuwi07 Lah. Ayokk	66944	Neutral	27	2094	2022-01-28T04:02:35.374504Z	2022-01-28T04:02:35.374513Z	2.022
PRESIDENT SELENA GOMEZ https://t.co/Lze0BDpxmy	66943	Neutral	27	2093	2022-01-28T04:02:32.972823Z	2022-01-28T04:02:32.972837Z	2.524
Setuju putusan pemerintah membatalkan keberangkatan Haji Dana Haji Aman #StopHoaxDanaHaji	66942	Positive	27	2092	2022-01-28T04:02:30.068241Z	2022-01-28T04:02:30.068254Z	4.891
Am : Sabah peruntuk RM15 juta beri komputer riba pelajar kurang berkemapuan read more: https://t.co/aw5bu60lBe #PerpaduanNegara #MalaysiaSejahtera https://t.co/SGv878bF1F	66941	Positive	27	2091	2022-01-28T04:02:24.794046Z	2022-01-28T04:02:24.794062Z	2.95
Syamsul fahri Personel Koramil 04/letung Kodim 0318/Natuna melaksanakan monitoring dan pengamanan penyuntikan Vaksi https://t.co/gSWRuEBBNy	66940	Neutral	27	2090	2022-01-28T04:02:21.465729Z	2022-01-28T04:02:21.465741Z	7.354
Ni wajib	66939	Neutral	27	2089	2022-01-28T04:02:13.736986Z	2022-01-28T04:02:13.737002Z	1.528
@dusztern 380 Poin - Batu Ungu	66938	Neutral	27	2088	2022-01-28T04:02:11.819885Z	2022-01-28T04:02:11.819901Z	2.873
ni pun satu jenis bingai	66937	Negative	27	2087	2022-01-28T04:02:08.576020Z	2022-01-28T04:02:08.576034Z	1.248
@fiestachio Marah diri sendiri ke tu?	66936	Negative	27	2086	2022-01-28T04:02:06.972220Z	2022-01-28T04:02:06.972236Z	1.974
Sulawesi Tenggara Diminta Perkuat Program Kolaborasi Agar Sektor ParekrafMaju https://t.co/y0iakJ4FNM	66935	Positive	27	2085	2022-01-28T04:02:04.629560Z	2022-01-28T04:02:04.629571Z	4.365
Morosi adalah tempat pabrik China di Kabupaten Konawe Provinsi Sulawesi Tenggara (Sultra) bukan di Sulteng	66934	Neutral	27	2084	2022-01-28T04:01:59.874456Z	2022-01-28T04:01:59.874470Z	23.108
I hari tu ada shared tentang ada orang tanya pasal nasi kukus ayam berempah .I jumpa di area desa pandan. Dah 2 Kal https://t.co/UHSweSi69P	66933	Neutral	27	2083	2022-01-28T04:01:36.383780Z	2022-01-28T04:01:36.383793Z	2.585
Sebarkan, biar BuzzeRp mingkem! Prof Mahfud MD, 5 Juni 2021: ... karena kenyataanya, sekarang ini saja, di hari ini korupsi itu JAUH LEBIH GILA dari Jaman Orde Baru! https://t.co/aX3maUhgfR	66931	Negative	27	2081	2022-01-28T04:01:30.673872Z	2022-01-28T04:01:30.673883Z	3.837
@Kessmaess Online kak, lagi senang. Google meet tayang duit, dengar ceramah motivasi bisnes ala-ala andika sempudal https://t.co/PwdLahg9UA	66930	Negative	27	2080	2022-01-28T04:01:26.452646Z	2022-01-28T04:01:26.452661Z	4.678
@XavierNaxa xboleh puaskan hati semua rakyat min , mmg akn ade org xsetuju dgn kerajaan, itulah realiti, so kita jaga kita je	66929	Neutral	29	2010	2022-01-25T15:14:35.427236Z	2022-01-25T15:14:35.427247Z	3.891
Diharapkan agar semua mahasiswa ambil maklumdan dapat memberikan kerjasama yang jitu dengan Majlis Perwakilan Pelaj https://t.co/GGSSeB8zdx	66928	Neutral	29	2009	2022-01-25T15:14:31.254113Z	2022-01-25T15:14:31.254126Z	3.227
Sik kenak layan	66927	Negative	27	2079	2022-01-28T04:01:21.399370Z	2022-01-28T04:01:21.399389Z	2.43
@sheilaibrahim Merajuk letew	66926	Neutral	29	2007	2022-01-25T15:14:23.779227Z	2022-01-25T15:14:23.779237Z	5.975
Pengasuh Aafiyah jawab dakwaan langgar SOP. #mstar https://t.co/8WLpRlVAO4	66925	Positive	29	2006	2022-01-25T15:14:17.459511Z	2022-01-25T15:14:17.459530Z	2.119
Yang hang duduk berdua2an dlm kereta jam 9.45 mlm dgn Faiz Fadhil tu buat apa Hang tahukah jika seorang lelaki dan https://t.co/pwWKroTXIz	66924	Positive	29	2005	2022-01-25T15:14:15.027953Z	2022-01-25T15:14:15.027963Z	3.781
@KhairulAqmal @ummijohan Maaf cik tu di penang. Kami kat kedah sibuk nak korek sungai bagi ayaq xsampai penang	66923	Positive	29	2004	2022-01-25T15:14:10.942686Z	2022-01-25T15:14:10.942701Z	2.513
Rakyat malaysia please trust me beli lah mac &amp; cheese @popmeals_my SEDAP DOOH RM12.99 portion banyak cheese 3 layers macam cheese kfc DAPAT PULAK ICE BLENDED ocam cafe cheras perdana. Mantap! https://t.co/8o2HlUIyJs	66922	Neutral	29	2003	2022-01-25T15:14:08.136254Z	2022-01-25T15:14:08.136269Z	2.134
BUKIT ALGORITMA BUKAN GIMMICK . . . Dengar-dengar, hari ini Rabu 9 Juni 2021 peletakan batu pertama sebagai tanda dimulainya proyek pembangunan kawasan Bukit Algoritma di Cikidang Sukabumi akan dilakukan. https://t.co/JCL23ghIH3	66921	Positive	29	2002	2022-01-25T15:14:05.710468Z	2022-01-25T15:14:05.710479Z	2.681
@sitinratikah_ weh aku oun tetiba lately ni diabteyiba ja muncul kat twitter aku pastu terjatuh hati jap HAHAHAHAH helok teroks	66920	Positive	29	2001	2022-01-25T15:14:02.719095Z	2022-01-25T15:14:02.719105Z	3.762
Selamat pagi @A_GitaJKT48	66919	Neutral	29	2000	2022-01-25T15:13:58.646419Z	2022-01-25T15:13:58.646428Z	4.563
Vaksin COVID-19: Sarawak guna pendekatan suntik dahulu, kemudian daftar Sarawak guna pendekatan baharu dalam memastikan rakyat negeri itu tidak tercicir daripada mendapatkan vaksin COVID-19.	66918	Positive	29	1999	2022-01-25T15:13:53.787832Z	2022-01-25T15:13:53.787842Z	32.48
Zombie aslinya lebih seru kali ya dilemparin pake batu	66917	Neutral	27	2078	2022-01-28T04:01:18.572640Z	2022-01-28T04:01:18.572656Z	6.375
